"Scene","Character","Sayings"
"Scene_24:_Assistance_from_Bellwether","Dawn Bellwether","Oh. [she briefly struggles to open the door before rushing out of there]"
"Scene_24:_Assistance_from_Bellwether","Nick Wilde","You think when she goes to sleep, she counts herself?"
"Scene_24:_Assistance_from_Bellwether","Judy Hopps","[smiling slightly] Oh, shush. [looks through the cams] Okay, traffic cams. Tujunga, Tujunga... We're in. [They see footage of Manchas chasing them into the log, then Manchas closing in on Nick, then Judy and Nick swinging off the vine. A van appears and two timber wolves get out] Who are these guys?"
"Scene_24:_Assistance_from_Bellwether","Nick Wilde","Ugh. Timber wolves. Look at these dum-dums. [The timber wolves approach Manchas and one of them fires a net, trapping the jaguar. Judy gasps. The wolves carry the captive Manchas.] Bet ya a nickel one of them's gonna howl. [the wolves howl] And there it is. I mean, what is it with wolves and the howling? It's a..."
"Scene_24:_Assistance_from_Bellwether","Judy Hopps","Howlers. Night howlers! That's what Manchas was afraid of! Wolves! The wolves are the Night howlers! If they took Manchas..."
"Scene_24:_Assistance_from_Bellwether","Nick Wilde","I bet they took Otterton too."
"Scene_24:_Assistance_from_Bellwether","Judy Hopps","All we gotta do is find out where they went. [Judy switches through the footages of the van driving out of the Rainforest District to Tundratown but it doesn't enter through Tundratown] Wait, where'd they go?"
"Scene_24:_Assistance_from_Bellwether","Nick Wilde","[uses the wireless touchpad and goes through another footage] You know, if I wanted to avoid surveillance because I was doing something illegal, which I never have, [Judy smiles slightly] I would use the maintenance tunnel 6B. Which would put them out... right there. [the van drives out through the tunnel]"
"Scene_24:_Assistance_from_Bellwether","Judy Hopps","[impressed] Well, look at you, Junior Detective. You know, I think you'd actually make a pretty good cop."
"Scene_24:_Assistance_from_Bellwether","Nick Wilde","[jokingly disgusted] Ugh. How dare you. [Judy chuckles; Nick follows the van through more footage] Acacia Alley, Ficus Underpass, South Canyon."
"Scene_24:_Assistance_from_Bellwether","Judy Hopps","Mm-hmm, they're heading out of town. Where does that road go?"
"Scene_25:_Cliffside_Asylum","Larry","Gary, quit it, you're gonna start a howl!"
"Scene_25:_Cliffside_Asylum","Gary","I didn't start it!"
"Scene_25:_Cliffside_Asylum","Judy Hopps","Come on!"
"Scene_25:_Cliffside_Asylum","Nick Wilde","You are a clever bunny."
"Scene_25:_Cliffside_Asylum","Judy Hopps","It looks like this was a hospital."
"Scene_25:_Cliffside_Asylum","Nick Wilde","You know, after you. You're the cop. [annoyed, Judy turns off her phone's flashlight, opens the door and looks around. a room with an examination bed and three screens with a CAT scan of a brain is seen through the doorway. Nick peeks out through Judy's ears and looks around] Okay, all clear. [He slowly moves backward, Judy's ears spring back into place. She rolls her eyes, sighing, turns on her phone's flashlight again, and looks around the room]"
"Scene_25:_Cliffside_Asylum","Judy Hopps","All this equipment is brand new. [takes pictures of the equipment]"
"Scene_25:_Cliffside_Asylum","Nick Wilde","[nervous] Carrots... [points down revealing claw marks on the floor.]"
"Scene_25:_Cliffside_Asylum","Judy Hopps","Claw marks."
"Scene_25:_Cliffside_Asylum","Nick Wilde","Yeah, huge, huge claw marks. I mean, what kind of animal-"
"Scene_25:_Cliffside_Asylum","Judy Hopps","Mr. Manchas. [Nick looks at Manchas's file. Judy and Nick walk up to another cell and find Otterton inside. His glasses are broken, his sweater is gone and he runs under the bed snarling] It's him! We found our otter. [to Mr. Otterton, reassuringly] Mr. Otterton, my name is Officer Judy Hopps. Your wife sent me to find you. We're gonna get you out of here now."
"Scene_25:_Cliffside_Asylum","Nick Wilde","Or not. Guess he's in no rush to get home to the missus."
"Scene_25:_Cliffside_Asylum","Judy Hopps","Eleven, twelve, thirteen, fourteen... Not including Manchas, it's... It's fourteen. Chief Bogo handed out fourteen missing mammal files. They're all here. All the missing mammals are right here."
"Scene_25:_Cliffside_Asylum","Leodore Lionheart","[vexed] Enough! I don't want excuses, Doctor, I want answers. [Mayor Lionheart and Dr. Madge Honey Badger enter the room]"
"Scene_25:_Cliffside_Asylum","Dr. Madge Honey Badger","Mayor Lionheart, please. We're doing everything we can."
"Scene_25:_Cliffside_Asylum","Leodore Lionheart","Really? 'Cause I've got a dozen and a half animals here who've gone off the rails crazy, and you can't tell me why! Now I'd call that awfully far from ""doing everything""!"
"Scene_25:_Cliffside_Asylum","Dr. Madge Honey Badger","Sir, it may be time to consider their biology. [Judy gives a confused look and Nick gives a suspicious look]"
"Scene_25:_Cliffside_Asylum","Leodore Lionheart","[in angered confusion] What? What do you mean ""biology""?"
"Scene_25:_Cliffside_Asylum","Dr. Madge Honey Badger","The only animals going savage are predators. We cannot keep it a secret; we need to come forward!"
"Scene_25:_Cliffside_Asylum","Leodore Lionheart","[mock thinking, putting a finger to his lips] Hmm, great idea. Tell the public. And how do you think they're gonna feel about their mayor... [gestures to himself before yelling right in Dr. Badger's face] WHO IS A LION?! I'll be ruined! [Judy and Nick look at each other in worry]"
"Scene_25:_Cliffside_Asylum","Dr. Madge Honey Badger","Well, what does Chief Bogo say?"
"Scene_25:_Cliffside_Asylum","Leodore Lionheart","Chief Bogo doesn't know. And we are going to keep it that way."
"Scene_25:_Cliffside_Asylum","Judy Hopps","[hushed] No, no, no!"
"Scene_25:_Cliffside_Asylum","Leodore Lionheart","Someone's here!"
"Scene_25:_Cliffside_Asylum","Dr. Madge Honey Badger","Sir, you need to go. Now! Security, sweep the area!"
"Scene_25:_Cliffside_Asylum","Nick Wilde","Great! We're dead! We're dead, that's it. I'm dead, you're dead, everybody's dead! [leans against a toilet without realizing]"
"Scene_25:_Cliffside_Asylum","Judy Hopps","[gets a sudden idea] Can you swim?"
"Scene_25:_Cliffside_Asylum","Nick Wilde","What? Can I swim? [Judy puts her phone in a plastic bag] Yes, I can swim. Why?"
"Scene_25:_Cliffside_Asylum","Nick Wilde","Carrots! Hopps? [worriedly] Judy! [Judy emerges, holding her phone in the bag]"
"Scene_25:_Cliffside_Asylum","Judy Hopps","[panting] We gotta tell Bogo!"
"Scene_26:_Dancing_with_Gazelle","Gazelle App","Wow, you are one hot dancer, Chief Bogo. [Chief Bogo grins, then he quickly puts his phone away as Clawhauser enters his office]"
"Scene_26:_Dancing_with_Gazelle","Benjamin Clawhauser","Chief Bogo!"
"Scene_26:_Dancing_with_Gazelle","Chief Bogo","Not now!"
"Scene_26:_Dancing_with_Gazelle","Benjamin Clawhauser","Wait, is that Gazelle?"
"Scene_26:_Dancing_with_Gazelle","Chief Bogo","[tries to cover his phone with his hooves] No!"
"Scene_26:_Dancing_with_Gazelle","Gazelle App","I'm Gazelle, and you are one hot dancer."
"Scene_26:_Dancing_with_Gazelle","Benjamin Clawhauser","You have the app too? [he's so overjoyed that he puts his fists up to his own face in excitement] Aww, Chieeeeeef!"
"Scene_26:_Dancing_with_Gazelle","Chief Bogo","[embarrassed] Clawhauser! Can't you see I'm working on the missing mammal cases?!"
"Scene_26:_Dancing_with_Gazelle","Benjamin Clawhauser","Oh, oh, oh, yes, of course, about that, sir... Officer Hopps just called - she found all of them! [Chief Bogo shows a stunned look]"
"Scene_26:_Dancing_with_Gazelle","Gazelle App","Wow, I'm impressed!"
"Scene_27:_The_Arrest","Judy Hopps","Mayor Lionheart, you have the right to remain silent. Anything-"
"Scene_27:_The_Arrest","Leodore Lionheart","[interrupting] You don't understand! I was trying to protect the city!"
"Scene_27:_The_Arrest","Judy Hopps","You were just trying to protect your job."
"Scene_27:_The_Arrest","Leodore Lionheart","No! Listen, we still don't know why this is happening. It could destroy Zootopia!"
"Scene_27:_The_Arrest","Judy Hopps","You have the right to remain silent. Anything you say can and will be used against you..."
"Scene_28:_Judy's_Interview","Chief Bogo","Ladies and gentle-mammals, fourteen mammals went missing, and all fourteen have been found by our newest recruit, who will speak to you in a moment."
"Scene_28:_Judy's_Interview","Judy Hopps","Ohh, I'm so nervous."
"Scene_28:_Judy's_Interview","Nick Wilde","Okay. Press conference 101. You wanna look smart, answer their question with your own question and then answer that question. Like this: [pretends to have a news reporter voice while pretending to hold a microphone] ""Excuse me, Officer Hopps, uh, what can you tell us about the case?"" [in a flutey impression of Judy's voice] ""Well, was this a tough case? Yes, yes, it was."" [normal voice] You see?"
"Scene_28:_Judy's_Interview","Judy Hopps","You should be up there with me. We did this together."
"Scene_28:_Judy's_Interview","Nick Wilde","Well, am I a cop? No. No, I am not."
"Scene_28:_Judy's_Interview","Judy Hopps","Hm. Funny you should say that. Because, well, I've been thinking... it would be nice to have a partner. [Judy gives Nick a ZPD application] Here, in case you need something to write with. [Judy gives Nick her carrot pen. Touched, Nick takes the pen and smiles.]"
"Scene_28:_Judy's_Interview","Dawn Bellwether","Officer Hopps! It's time. [Judy looks at Nick, crossing her fingers and walks up to the podium.]"
"Scene_28:_Judy's_Interview","Chief Bogo","They appear to be in good health, physically, if not emotionally. So now, I'll turn things over to the officer who cracked the case, Officer Judy Hopps."
"Scene_28:_Judy's_Interview","Judy Hopps","[points to a beaver] Uh, yes?"
"Scene_28:_Judy's_Interview","Action Gnus 5 beaver","What can you tell us about the animals going savage?"
"Scene_28:_Judy's_Interview","Judy Hopps","Well, the... the animals in question... [looks at Nick, who encourages her to say something] Are they all different species? Yes, yes they are. [the reporters take note, Nick approves]"
"Scene_28:_Judy's_Interview","Female offscreen reporter 1","Okay, so what is the connection?"
"Scene_28:_Judy's_Interview","Judy Hopps","Oh, all we know is that they are all members of the predator family."
"Scene_28:_Judy's_Interview","Doug","So, predators are the only ones going savage?"
"Scene_28:_Judy's_Interview","Judy Hopps","That is accu-- Yes, that is accurate, yes."
"Scene_28:_Judy's_Interview","Pig reporter","Why? Why is this happening?"
"Scene_28:_Judy's_Interview","Judy Hopps","We still don't know. But it may have something to do with biology. [After looking euphorically at his complete application, Nick takes notice in confusion]"
"Scene_28:_Judy's_Interview","Male offscreen reporter 1","What do you mean by that?"
"Scene_28:_Judy's_Interview","Judy Hopps","A biological component. You know, something in their DNA."
"Scene_28:_Judy's_Interview","Oryx reporter","In their DNA, can you elaborate on that, please?"
"Scene_28:_Judy's_Interview","Judy Hopps","Yes. What I mean is, thousands of years ago, uh, predators survived through their... aggressive hunting instincts. [Nick, confused at what Judy is saying, puts the application in his pocket, and looks at the screen behind her] For whatever reason, they seem to be reverting back to their primitive, savage ways."
"Scene_28:_Judy's_Interview","Junior Scout 3","[offscreen] Aw, is he gonna cry?"
"Scene_28:_Judy's_Interview","Beaver reporter 2","[offscreen] Officer Hopps, could it happen again?"
"Scene_28:_Judy's_Interview","Judy Hopps","It is possible, so we must be vigilant, and we at the ZPD are prepared and are here to protect you."
"Scene_28:_Judy's_Interview","Female offscreen reporter 2","Will more mammals go savage?"
"Scene_28:_Judy's_Interview","Male offscreen reporter 3","What is being done to protect us?"
"Scene_28:_Judy's_Interview","Female offscreen reporter 3","Have you considered a mandatory quarantine on predators?"
"Scene_28:_Judy's_Interview","Dawn Bellwether","Okay, thank you, Officer Hopps. Uh, that's all the time we have. No more questions. [Bellwether takes Judy away from the reporters]"
"Scene_28:_Judy's_Interview","Judy Hopps","Was I okay?"
"Scene_28:_Judy's_Interview","Dawn Bellwether","Oh, you did fine! [Judy walks up to Nick]"
"Scene_28:_Judy's_Interview","Judy Hopps","[relieved] Oh, that went so fast. I didn't get a chance to mention you or say anything about how we-"
"Scene_28:_Judy's_Interview","Nick Wilde","[reaching out a paw to stop her, serious] Oh, I think you said plenty."
"Scene_28:_Judy's_Interview","Judy Hopps","[confused] What do you mean?"
"Scene_28:_Judy's_Interview","Nick Wilde","""Clearly there's a biological component""? ""These predators may be... reverting back to their primitive, savage ways""? Are you serious?"
"Scene_28:_Judy's_Interview","Judy Hopps","I just stated the facts of the case. I mean, it's not like a bunny could go savage."
"Scene_28:_Judy's_Interview","Nick Wilde","[disappointed and upset] Right. But a fox could, huh?"
"Scene_28:_Judy's_Interview","Judy Hopps","Nick, stop it! You're not like them."
"Scene_28:_Judy's_Interview","Nick Wilde","[even angrier now] Oh, there's a them now?!"
"Scene_28:_Judy's_Interview","Judy Hopps","Ugh. You know what I mean. You're not that kind of predator."
"Scene_28:_Judy's_Interview","Nick Wilde","The kind that needs to be muzzled? The kind that makes you think you need to carry around fox repellent? [motions to the fox repellent accusingly. Judy sighs in shame] Yeah, don't think I didn't notice that little item the first time we met. [he rubs his temples in frustration] So, l-let me ask you a question: Are you afraid of me? [Judy, with slight fear in her eyes and her nose twitching, says nothing, clearly taken aback] Do you think I might go nuts? [he raises his arms in a fake ""crazy"" way] Do you think I might go ""savage""? [Lowers his voice threateningly] Do you think I might try to... [he lunges forward a bit, raising his arms and baring his claws] EAT YOU?! [Judy gasps and steps back, revealing that she has opened the strap, her paw just inches from the repellent. Nick looks at her, hurt and disgusted] I knew it. [scoffs; Judy looks what she is doing with mental horror of what she almost did and sighs.] Just when I thought somebody actually believed in me, huh? [gives Judy back the application and leaves] Probably best if you don't have a predator as a partner."
"Scene_28:_Judy's_Interview","Judy Hopps","No, Nick! Nick! [She tries to follow him, but is blocked by the reporters]"
"Scene_28:_Judy's_Interview","Beaver reporter 2","Officer Hopps, were you just threatened by that predator?"
"Scene_28:_Judy's_Interview","Judy Hopps","No, he's my friend."
"Scene_28:_Judy's_Interview","Rabbit reporter","We can't even trust our own friends?!"
"Scene_28:_Judy's_Interview","Judy Hopps","That is not what I said. Please-"
"Scene_28:_Judy's_Interview","Beaver reporter 2","Are we safe?"
"Scene_28:_Judy's_Interview","Rabbit Reporter","Have any other foxes gone savage? [The microphones are shoved closer to her, as questions are buzzed all around her, and Judy is taken by surprise as she loses Nick]"
"Scene_29:_ZNN","Fabienne Growley","More bad news in this city gripped by fear. [They show a caribou being carried on a gurney into an ambulance while three police officers restrain a muzzled polar bear] A caribou is in critical condition, the victim of a mauling by a savage polar bear. This, the 27th such attack, comes just one week after ZPD officer Judy Hopps connected the violence to traditionally predatory animals."
"Scene_29:_ZNN","Peter Moosebridge","Meanwhile, a peace rally organized by pop star Gazelle was marred by protest. [Gazelle is seen in front of a protest peace rally. Judy is seen between Frantic Pig and a female leopard, trying to separate the argument]"
"Scene_29:_ZNN","Frantic Pig","Go back to the forest, predator!"
"Scene_29:_ZNN","Female Leopard","[holding up a sign] I'm from the savannah!"
"Scene_29:_ZNN","Gazelle","[interviewed] Zootopia is a unique place. It's a crazy, beautiful diverse city where we celebrate our differences. [she looks behind herself for a moment and gestures] This is not the Zootopia I know. [Judy is still standing between the Frantic Pig and the leopard woman] The Zootopia I know is better than this. [Judy is on the train and she sees a tiger sitting next to a bunny mother and child, playing on his phone placidly. The mother pulls the child close to her. The tiger's eyebrows narrow slightly. Judy looks on in shame] We don't just blindly assign blame. We don't know why these attacks keep happening, but it is irresponsible to label all predators as savages. [In the hospital, Mrs. Otterton sees her husband in his savage state, tethered to a pole in the middle of the room, snarling and pacing. Judy walks up to her and puts her hand on her shoulder.]"
"Scene_29:_ZNN","Mrs. Otterton","[sadly] That's not my Emmitt. [Judy somberly looks at her. Mrs. Otterson looks down and closes her eyes.]"
"Scene_29:_ZNN","Gazelle","[with deep sadness, narrating before the scene switches back to her] We cannot let fear divide us. Please, give me back the Zootopia I love."
"Scene_30:_Moving_to_Records","Chief Bogo","Come on, Hopps. The new mayor wants to see us."
"Scene_30:_Moving_to_Records","Judy Hopps","The mayor? Why?"
"Scene_30:_Moving_to_Records","Chief Bogo","It would seem you've arrived."
"Scene_30:_Moving_to_Records","Judy Hopps","Clawhauser? What are you doing?"
"Scene_30:_Moving_to_Records","Benjamin Clawhauser","Um... They thought it would be better if a predator, such as myself, wasn't the first face that you see when you walk into the ZPD."
"Scene_30:_Moving_to_Records","Judy Hopps","[distraught] What?"
"Scene_30:_Moving_to_Records","Benjamin Clawhauser","They're gonna move me to records. It's downstairs. It's by the boiler. [Clawhauser sadly walks off, Judy looks at him, upset and guilty. Chief Bogo calls to her by the door]"
"Scene_30:_Moving_to_Records","Chief Bogo","Hopps!"
"Scene_31:_The_Public_Face_of_the_ZPD","Judy Hopps","I don't understand."
"Scene_31:_The_Public_Face_of_the_ZPD","Dawn Bellwether","Our city is 90% prey, Judy, and right now, they're just really scared. You're a hero to them. They trust you. And so that's why Chief Bogo and I want you to be the public face of the ZPD. [Judy looks at the cover and gives thought]"
"Scene_31:_The_Public_Face_of_the_ZPD","Judy Hopps","I'm not... I'm not a hero. I came here to make the world a better place, but I think I broke it."
"Scene_31:_The_Public_Face_of_the_ZPD","Chief Bogo","Don't give yourself so much credit, Hopps. The world has always been broken, that's why we need good cops. Like you."
"Scene_31:_The_Public_Face_of_the_ZPD","Judy Hopps","With all due respect, sir, a good cop is supposed to serve and protect, help the city, not tear it apart. [Unclips and takes off her badge and puts it on the desk sadly.] I don't deserve this badge."
"Scene_31:_The_Public_Face_of_the_ZPD","Chief Bogo","[surprised] Hopps?"
"Scene_31:_The_Public_Face_of_the_ZPD","Dawn Bellwether","Judy, you've worked so hard to get here. It's what you wanted since you were a kid. You can't quit."
"Scene_31:_The_Public_Face_of_the_ZPD","Judy Hopps","Thank you for the opportunity."
"Scene_32:_Judy's_Epiphany","Judy Hopps","[depressed] A dozen carrots. Have a nice day."
"Scene_32:_Judy's_Epiphany","Mother rabbit","Thanks. [to her daughter as they walk away] Come on."
"Scene_32:_Judy's_Epiphany","Stu Hopps","Hey there, Jude... Jude the Dude. Remember that one? [Bonnie gives Stu a look.] How're we doing?"
"Scene_32:_Judy's_Epiphany","Judy Hopps","I'm fine."
"Scene_32:_Judy's_Epiphany","Bonnie Hopps","You are not fine, your ears are droopy. [Cut to Bonnie and Stu's point of view. Judy's ears are indeed drooping over.]"
"Scene_32:_Judy's_Epiphany","Judy Hopps","Why did I think I could make a difference?"
"Scene_32:_Judy's_Epiphany","Stu Hopps","Because you're a trier, that's why."
"Scene_32:_Judy's_Epiphany","Bonnie Hopps","You've always been a trier."
"Scene_32:_Judy's_Epiphany","Judy Hopps","Oh, I tried. And I made life so much worse for so many innocent predators."
"Scene_32:_Judy's_Epiphany","Stu Hopps","Oh! Not all of them, though. Speak of the devil, Right on time. [The van has the words 'Gideon Grey's Real Good Baked Stuff with Fresh Produce from Hopps' Family Farm' and Gideon Grey, grown up, walks out of his van]"
"Scene_32:_Judy's_Epiphany","Judy Hopps","Is that... Gideon Grey?"
"Scene_32:_Judy's_Epiphany","Stu Hopps","Yep! Sure it is. We work with him now."
"Scene_32:_Judy's_Epiphany","Bonnie Hopps","He's our partner, and we never would have considered it had you not opened our minds."
"Scene_32:_Judy's_Epiphany","Stu Hopps","That's right, I mean Gid's turned into one of the top pastry chefs in the Tri-Burrows."
"Scene_32:_Judy's_Epiphany","Judy Hopps","[amazed] That's... That's really cool, you guys. [Gideon takes out pastries, but looks up when he hears Judy] Gideon Grey. I'll be darned."
"Scene_32:_Judy's_Epiphany","Gideon Grey","Hey, Judy. I'd just like to say, I'm sorry for the way I behaved in my youth. [stammering] I-I-I had a lot of self-doubt and it manifested itself in the form of unchecked rage and aggression. [his ears droop] I was a major jerk."
"Scene_32:_Judy's_Epiphany","Judy Hopps","Well, I know a thing or two about being a jerk. [She smiles, Gideon takes out a tray of pies]"
"Scene_32:_Judy's_Epiphany","Gideon Grey","Anyhow, I-I brought y'all these pies. [Stu sees three shouting bunny children running towards a line of purple flowers]"
"Scene_32:_Judy's_Epiphany","Stu Hopps","[wagging a finger] Hey, kids! Don't you run through that Midnicampum holicithius!"
"Scene_32:_Judy's_Epiphany","Bunny child 1","[she puts her arms out to stop her two other siblings] Whoa, whoa, whoa! [The bunny children run elsewhere]"
"Scene_32:_Judy's_Epiphany","Gideon Grey","[surprised] Well, now there's a four-dollar word, Mr. H, my family always just called them Night howlers."
"Scene_32:_Judy's_Epiphany","Judy Hopps","[she looks at Gideon, stunned] I'm sorry, what did you say?"
"Scene_32:_Judy's_Epiphany","Stu Hopps","Oh, Gid's talking about those flowers, Judy. I use 'em to keep the bugs off the produce, but I don't like the little ones going near 'em on account of what happened to your Uncle Terry."
"Scene_32:_Judy's_Epiphany","Bonnie Hopps","Yeah, Terry ate one whole when we were kids and went completely nuts."
"Scene_32:_Judy's_Epiphany","Stu Hopps","He bit the dickens out of your mother."
"Scene_32:_Judy's_Epiphany","Judy Hopps","[a realization sweeps over her] A bunny can go savage."
"Scene_32:_Judy's_Epiphany","Bonnie Hopps","Savage? Well, that's a strong word, but it did hurt like the devil."
"Scene_32:_Judy's_Epiphany","Stu Hopps","Well, sure it did. There's a sizable divot in your arm. I'd call that savage!"
"Scene_32:_Judy's_Epiphany","Judy Hopps","Night howlers aren't wolves, they're flowers. The flowers are making the predators go savage. That's it! That's what I've been missing! [runs up to the family pickup truck] Oh, keys, keys, keys, keys, hurry, come on! [Stu fumbles, tosses the keys to Judy, who grabs them and gets in the truck] Thank you! I love you, bye! [Judy turns on the truck and drives back to Zootopia, leaving her parents and Gideon bewildered.]"
"Scene_32:_Judy's_Epiphany","Stu Hopps","You catch any of that, Bon?"
"Scene_32:_Judy's_Epiphany","Bonnie Hopps","Not one bit."
"Scene_32:_Judy's_Epiphany","Gideon Grey","[still holding the tray of pies] Well, that makes me feel a little bit better, I thought she was talking in tongues or something."
"Scene_33:_Judy_and_Nick_Reconcile","Finnick","[furiously] Who is it?! [he sees Judy and his cranky expression softens]"
"Scene_33:_Judy_and_Nick_Reconcile","Judy Hopps","[desperately] I need to find Nick. [putting her paws together, desperate] Please. [the scene changes to a bridge, where Judy looks for Nick] Nick? Nick? [She peers over the bridge and sees Nick in shades, lounging on a chair and drinking from a cup. Relieved, Judy walks up to him.] Oh, Nick! Night howlers aren't wolves, they're toxic flowers! I think someone is targeting predators on purpose and making them go savage. [still upset with her, Nick puts down the drink and takes off his shades, not even looking at her]"
"Scene_33:_Judy_and_Nick_Reconcile","Nick Wilde","[deadpan] Wow. Isn't that interesting? [gets up and walks under the bridge. Judy, distraught, follows him.]"
"Scene_33:_Judy_and_Nick_Reconcile","Judy Hopps","Wait! Uh, wait, listen! I-I know you'll never forgive me, and I don't blame you - I wouldn't forgive me either. [Nick stops walking, but he doesn't look at her] I was ignorant, and irresponsible, and small-minded. But predators shouldn't suffer because of my mistakes. I have to fix this. But I can't do it without you. [Nick still doesn't look at her] And... And after we're done, you can hate me, [tearfully] and... and that'll be fine, because I was a horrible friend, and I hurt you, and you... [crying] and you can walk away, knowing that you were right all along - I really am just a dumb bunny."
"Scene_33:_Judy_and_Nick_Reconcile","Judy Hopps' voice","[Through carrot pen] I really am just a dumb bunny. [Judy tearfully looks at Nick. Nick holds up the carrot pen and replays Judy's words] I really am just a dumb bunny. [Nick turns to Judy, smiling at her]"
"Scene_33:_Judy_and_Nick_Reconcile","Nick Wilde","Don't worry, Carrots. I'll let you erase it... in 48 hours. [Judy smiles and inhales, cries tears of joy, sniffs, wiping away one] All right, get in here. [Judy walks up to Nick and puts her head on Nick's mid-torso and they hug as she weeps more. He pats her head and pulls her closer] Okay, oh, you bunnies, you're so emotional. There we go, deep breath. Are you- are you just trying to steal the pen? Is that what this is? [Judy, laughing and weeping at the same time, playfully tries to take the pen from Nick; then Nick suddenly becomes serious] You are standing on my tail, though. [winces] Off, off-off-off."
"Scene_33:_Judy_and_Nick_Reconcile","Judy Hopps","[takes a step back] Oh, I'm sorry."
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Nick Wilde","[happily] Ooh, I thought you guys only grew carrots! [eats more blueberries] Mm! [voice slightly muffled from the blueberries] What's your plan?"
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Judy Hopps","We are gonna follow the Night howlers."
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Nick Wilde","[puts more blueberries in a handkerchief] Okay. How?"
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Judy Hopps","Know this guy? [shows her phone with a picture of the news of Duke Weaselton]"
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Nick Wilde","[tucking the handkerchief in his pants pocket] Uh-huh. I told you, I know everybody!"
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Duke Weaselton","Ha-ha! Well, hello! Step right up. Anything you need, I got it. [We see Zootopian versions of Disney movies such as Tangled, Wreck-it Ralph, Frozen 2, Big Hero 6, Moana, and Gigantic] All your favorite movies! I've got movies that haven't even been released yet! [to Dharma, who just declined] Hey, 15% off. 20! Make me an offer! Come on! [Judy and Nick approach him]"
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Nick Wilde","Well, well. Look who it is, the Duke of Bootleg."
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Duke Weaselton","What's it to you, Wilde? Shouldn't you be melting down a pawpsicle or something? [recognizes Judy] Hey, if it isn't Flopsy the Copsy."
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Judy Hopps","We both know those weren't moldy onions I caught you stealing. What were you gonna do with those Night howlers, Weselton?"
"Scene_34:_Judy_and_Nick_Question_Duke_Weaselton","Duke Weaselton","It's Weaselton! Duke Weaselton! And I ain't talking, Rabbit. And there ain't nothing you can do to make me. [flicks his toothpick at Judy's face. She and Nick look at each other slyly.]"
"Scene_35:_Duke_Spills_the_Beans","Mr. Big","Ice him!"
"Scene_35:_Duke_Spills_the_Beans","Duke Weaselton","You dirty rat! Why are you helping her? She's a cop!"
"Scene_35:_Duke_Spills_the_Beans","Mr. Big","And the godmother to my future granddaughter. [Fru Fru enters the room; she is revealed to be pregnant.]"
"Scene_35:_Duke_Spills_the_Beans","Fru Fru","[patting her belly] I'm gonna name her Judy!"
"Scene_35:_Duke_Spills_the_Beans","Judy Hopps","[touched] Aww!"
"Scene_35:_Duke_Spills_the_Beans","Mr. Big","[chuckles, smiling at his daughter, then turns to the polar bears] Ice this weasel."
"Scene_35:_Duke_Spills_the_Beans","Duke Weaselton","Ahh! All right, all right, please! I'll talk! I'll talk! I stole them Night howlers so I could sell 'em. They offered me what I couldn't refuse - money."
"Scene_35:_Duke_Spills_the_Beans","Judy Hopps","And to whom did you sell them?"
"Scene_35:_Duke_Spills_the_Beans","Duke Weaselton","A ram named Doug. We got a drop spot underground. [The scene changes to Judy and Nick walking to an abandoned subway station] Just watch it; Doug is the opposite of friendly. He's unfriendly."
"Scene_36:_The_Train_Car_Chase","Judy Hopps","Come on."
"Scene_36:_The_Train_Car_Chase","Judy Hopps","The weasel wasn't lying."
"Scene_36:_The_Train_Car_Chase","Nick Wilde","Yeah, it looks like ol' Doug's cornered the market on Night howlers."
"Scene_36:_The_Train_Car_Chase","Doug","You got Doug here. What's the mark? Cheetah in Sahara Square, got it. [loads the serum pellet into a dart gun] You serious? Yeah, I know they're fast, I can hit 'em. Listen, I hit a tiny little otter through the open window of a moving car."
"Scene_36:_The_Train_Car_Chase","Doug:","Doug: Yeah, I'll buzz you when it's done. [places the dart gun into a case] Or you'll see it on the news, you know, whichever comes first. [a knock is heard]"
"Scene_36:_The_Train_Car_Chase","Woolter","Hey, Doug, open up! We've got your latte!"
"Scene_36:_The_Train_Car_Chase","Doug","Alright, Woolter and Jesse are back so I'm leaving now. Out."
"Scene_36:_The_Train_Car_Chase","Nick Wilde","[whispered] Where are you going? Where are you going? Get back here! What are you doing, he's gonna see you! [Judy takes a glance at the train's front controls where a red light is blinking rhythmically, with a soft clicking noise. An idea is growing in her mind.] What are you looking at?! Hey! Whatever you're thinking, stop thinking it! Carrots! Carrots!"
"Scene_36:_The_Train_Car_Chase","Doug","[opens the door] Better have the extra foam this time-"
"Scene_36:_The_Train_Car_Chase","Woolter","Hey! Open up!"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","What are you doing?! You just trapped us in here!"
"Scene_36:_The_Train_Car_Chase","Judy Hopps","We need to get this evidence to the ZPD!"
"Scene_36:_The_Train_Car_Chase","Nick Wilde","[grabs the case containing Doug's dart gun] Okay, great, here it is. Got it."
"Scene_36:_The_Train_Car_Chase","Judy Hopps","No. All of it!"
